Date,Employee_ID,Employee_Name,Role,Contract_Type,Scheduled_Start,Scheduled_End,Actual_Clock_In,Actual_Clock_Out,Scheduled_Hours,Max_Allowed_Hours,Overtime_Hours,Status
2024-05-29,E100,Employee_100,Customer Assistant,Seasonal,10,14,10:04,14:00,4,5,0,OK
2024-05-29,E086,Employee_86,Manager,Seasonal,7,12,06:58,11:55,5,5,0,OK
2024-05-29,E001,Employee_1,Cashier,Part-time,14,18,13:58,17:55,4,6,0,OK
2024-05-29,E007,Employee_7,Customer Assistant,Seasonal,8,12,08:02,11:57,4,5,0,OK
2024-05-29,E054,Employee_54,Cashier,Temporary,7,14,06:55,14:00,7,7,0,OK
2024-05-29,E031,Employee_31,Cashier,Temporary,11,17,11:02,16:56,6,7,0,OK
2024-05-29,E049,Employee_49,Manager,Seasonal,10,14,10:02,13:56,4,5,0,OK
2024-05-29,E017,Employee_17,Security,Seasonal,9,13,09:01,12:58,4,5,0,OK
2024-05-29,E077,Employee_77,Customer Assistant,Seasonal,12,16,11:58,15:57,4,5,0,OK
2024-05-29,E087,Employee_87,Manager,Full-time,6,15,05:57,15:04,9,8,1,Overtime
2024-05-29,E088,Employee_88,Manager,Full-time,11,20,11:03,20:05,9,8,1,Overtime
2024-05-29,E073,Employee_73,Stocker,Part-time,6,12,06:00,12:00,6,6,0,OK
2024-05-30,E082,Employee_82,Manager,Seasonal,6,10,06:02,09:58,4,5,0,OK
2024-05-30,E092,Employee_92,Security,Seasonal,8,13,08:00,13:01,5,5,0,OK
2024-05-30,E044,Employee_44,Security,Part-time,7,13,07:05,12:56,6,6,0,OK
2024-05-30,E065,Employee_65,Manager,Seasonal,14,19,14:04,18:59,5,5,0,OK
2024-05-30,E026,Employee_26,Customer Assistant,Full-time,9,17,09:04,16:56,8,8,0,OK
2024-05-30,E004,Employee_4,Customer Assistant,Part-time,7,13,07:00,13:00,6,6,0,OK
2024-05-30,E040,Employee_40,Manager,Temporary,12,19,11:58,19:04,7,7,0,OK
2024-05-30,E039,Employee_39,Manager,Temporary,10,17,10:05,17:02,7,7,0,OK
2024-05-30,E095,Employee_95,Manager,Temporary,7,14,06:56,13:59,7,7,0,OK
2024-05-30,E031,Employee_31,Cashier,Temporary,10,17,10:03,17:03,7,7,0,OK
2024-05-30,E074,Employee_74,Security,Temporary,11,18,10:56,18:02,7,7,0,OK
2024-05-30,E067,Employee_67,Cashier,Full-time,13,22,12:57,22:01,9,8,1,Overtime
2024-05-30,E085,Employee_85,Manager,Seasonal,7,12,07:01,11:56,5,5,0,OK
2024-05-30,E058,Employee_58,Cashier,Part-time,7,13,06:56,12:56,6,6,0,OK
2024-05-30,E022,Employee_22,Cashier,Seasonal,13,18,13:00,17:57,5,5,0,OK
2024-05-30,E042,Employee_42,Cashier,Seasonal,10,14,10:01,14:01,4,5,0,OK
2024-05-30,E048,Employee_48,Security,Temporary,11,17,10:57,17:04,6,7,0,OK
2024-05-30,E051,Employee_51,Manager,Temporary,14,20,13:57,19:57,6,7,0,OK
2024-05-30,E028,Employee_28,Cashier,Part-time,6,10,05:55,09:58,4,6,0,OK
2024-05-30,E080,Employee_80,Cashier,Temporary,6,13,05:56,12:57,7,7,0,OK
2024-05-30,E094,Employee_94,Stocker,Full-time,13,22,12:56,22:00,9,8,1,Overtime
2024-05-30,E032,Employee_32,Stocker,Full-time,12,21,11:59,21:04,9,8,1,Overtime
2024-05-30,E037,Employee_37,Cashier,Part-time,11,16,11:05,16:02,5,6,0,OK
2024-05-30,E043,Employee_43,Customer Assistant,Full-time,14,23,14:03,23:01,9,8,1,Overtime
2024-05-30,E076,Employee_76,Security,Full-time,10,18,09:56,18:03,8,8,0,OK
2024-05-30,E013,Employee_13,Customer Assistant,Part-time,13,19,12:58,19:02,6,6,0,OK
2024-05-30,E063,Employee_63,Stocker,Seasonal,10,14,09:58,13:58,4,5,0,OK
2024-05-30,E010,Employee_10,Manager,Temporary,7,14,06:57,13:59,7,7,0,OK
2024-05-30,E015,Employee_15,Security,Part-time,10,14,10:00,14:03,4,6,0,OK
2024-05-30,E019,Employee_19,Manager,Temporary,8,15,08:00,15:04,7,7,0,OK
2024-05-31,E028,Employee_28,Cashier,Part-time,10,15,09:58,14:56,5,6,0,OK
2024-05-31,E069,Employee_69,Manager,Seasonal,13,17,12:59,16:55,4,5,0,OK
2024-05-31,E008,Employee_8,Cashier,Temporary,14,20,13:56,20:02,6,7,0,OK
2024-05-31,E018,Employee_18,Stocker,Part-time,7,11,06:59,10:57,4,6,0,OK
2024-05-31,E056,Employee_56,Customer Assistant,Temporary,7,13,06:57,13:00,6,7,0,OK
2024-05-31,E095,Employee_95,Manager,Temporary,12,19,12:04,19:00,7,7,0,OK
2024-05-31,E038,Employee_38,Security,Full-time,11,20,10:58,19:57,9,8,1,Overtime
2024-05-31,E032,Employee_32,Stocker,Full-time,14,22,13:55,21:57,8,8,0,OK
2024-05-31,E020,Employee_20,Customer Assistant,Part-time,10,15,09:56,15:04,5,6,0,OK
2024-05-31,E089,Employee_89,Security,Part-time,13,19,13:05,18:57,6,6,0,OK
2024-05-31,E014,Employee_14,Security,Part-time,14,18,13:57,17:56,4,6,0,OK
2024-05-31,E029,Employee_29,Manager,Seasonal,12,17,11:55,17:03,5,5,0,OK
2024-05-31,E077,Employee_77,Customer Assistant,Seasonal,11,16,11:02,16:04,5,5,0,OK
2024-05-31,E006,Employee_6,Customer Assistant,Seasonal,13,17,13:03,17:02,4,5,0,OK
2024-05-31,E022,Employee_22,Cashier,Seasonal,9,14,09:01,14:00,5,5,0,OK
2024-05-31,E062,Employee_62,Cashier,Seasonal,6,11,06:05,11:03,5,5,0,OK
2024-05-31,E083,Employee_83,Customer Assistant,Part-time,13,17,13:01,16:57,4,6,0,OK
2024-05-31,E002,Employee_2,Customer Assistant,Part-time,12,18,12:03,18:04,6,6,0,OK
2024-05-31,E074,Employee_74,Security,Temporary,13,20,13:00,19:55,7,7,0,OK
2024-05-31,E030,Employee_30,Manager,Temporary,11,18,10:58,18:01,7,7,0,OK
2024-05-31,E041,Employee_41,Security,Seasonal,13,18,13:00,18:00,5,5,0,OK
2024-05-31,E007,Employee_7,Customer Assistant,Seasonal,6,10,06:03,10:03,4,5,0,OK
2024-05-31,E096,Employee_96,Customer Assistant,Part-time,6,10,06:01,10:01,4,6,0,OK
2024-05-31,E025,Employee_25,Customer Assistant,Seasonal,12,16,11:55,15:59,4,5,0,OK
2024-05-31,E079,Employee_79,Cashier,Part-time,6,11,06:02,11:04,5,6,0,OK
2024-05-31,E086,Employee_86,Manager,Seasonal,8,12,08:02,12:05,4,5,0,OK
2024-05-31,E091,Employee_91,Customer Assistant,Seasonal,8,13,08:05,13:01,5,5,0,OK
2024-05-31,E057,Employee_57,Customer Assistant,Seasonal,11,15,10:58,15:02,4,5,0,OK
2024-05-31,E098,Employee_98,Stocker,Seasonal,14,19,14:04,19:05,5,5,0,OK
2024-05-31,E060,Employee_60,Customer Assistant,Seasonal,12,16,11:57,15:57,4,5,0,OK
2024-06-01,E073,Employee_73,Stocker,Part-time,7,12,07:03,12:02,5,6,0,OK
2024-06-01,E099,Employee_99,Customer Assistant,Part-time,11,16,10:56,15:57,5,6,0,OK
2024-06-01,E037,Employee_37,Cashier,Part-time,12,17,12:02,16:56,5,6,0,OK
2024-06-01,E070,Employee_70,Manager,Temporary,10,17,10:05,16:57,7,7,0,OK
2024-06-01,E051,Employee_51,Manager,Temporary,9,15,09:00,14:56,6,7,0,OK
2024-06-01,E007,Employee_7,Customer Assistant,Seasonal,9,14,08:56,13:56,5,5,0,OK
2024-06-01,E033,Employee_33,Stocker,Temporary,10,17,09:57,17:00,7,7,0,OK
2024-06-01,E062,Employee_62,Cashier,Seasonal,7,12,07:05,12:05,5,5,0,OK
2024-06-01,E020,Employee_20,Customer Assistant,Part-time,7,11,06:57,11:05,4,6,0,OK
2024-06-01,E052,Employee_52,Cashier,Seasonal,10,14,10:02,13:55,4,5,0,OK
2024-06-01,E005,Employee_5,Stocker,Part-time,12,17,11:59,17:05,5,6,0,OK
2024-06-01,E097,Employee_97,Customer Assistant,Part-time,7,11,07:04,11:05,4,6,0,OK
2024-06-01,E081,Employee_81,Customer Assistant,Part-time,11,16,10:58,15:58,5,6,0,OK
2024-06-01,E025,Employee_25,Customer Assistant,Seasonal,13,17,13:03,17:00,4,5,0,OK
2024-06-01,E096,Employee_96,Customer Assistant,Part-time,13,19,13:02,19:01,6,6,0,OK
2024-06-01,E006,Employee_6,Customer Assistant,Seasonal,8,13,07:57,12:57,5,5,0,OK
2024-06-01,E058,Employee_58,Cashier,Part-time,10,16,10:00,15:58,6,6,0,OK
2024-06-01,E075,Employee_75,Stocker,Full-time,12,21,11:57,21:03,9,8,1,Overtime
2024-06-01,E064,Employee_64,Cashier,Temporary,14,21,13:56,20:55,7,7,0,OK
2024-06-01,E030,Employee_30,Manager,Temporary,13,19,13:02,18:55,6,7,0,OK
2024-06-01,E008,Employee_8,Cashier,Temporary,14,21,14:03,21:00,7,7,0,OK
2024-06-01,E076,Employee_76,Security,Full-time,11,20,10:56,20:03,9,8,1,Overtime
2024-06-01,E088,Employee_88,Manager,Full-time,13,22,12:57,22:04,9,8,1,Overtime
2024-06-01,E036,Employee_36,Manager,Seasonal,11,15,11:01,14:55,4,5,0,OK
2024-06-01,E082,Employee_82,Manager,Seasonal,13,18,13:00,17:57,5,5,0,OK
2024-06-01,E017,Employee_17,Security,Seasonal,12,16,12:00,16:00,4,5,0,OK
2024-06-01,E021,Employee_21,Security,Temporary,14,20,13:59,20:03,6,7,0,OK
2024-06-01,E016,Employee_16,Cashier,Part-time,14,19,14:02,18:55,5,6,0,OK
2024-06-01,E060,Employee_60,Customer Assistant,Seasonal,9,13,09:00,12:56,4,5,0,OK
2024-06-01,E028,Employee_28,Cashier,Part-time,6,12,06:00,12:03,6,6,0,OK
2024-06-01,E054,Employee_54,Cashier,Temporary,6,13,05:55,12:56,7,7,0,OK
2024-06-01,E074,Employee_74,Security,Temporary,11,18,10:56,17:56,7,7,0,OK
2024-06-01,E014,Employee_14,Security,Part-time,13,18,12:56,18:00,5,6,0,OK
2024-06-01,E013,Employee_13,Customer Assistant,Part-time,12,16,11:57,16:05,4,6,0,OK
2024-06-01,E077,Employee_77,Customer Assistant,Seasonal,12,16,12:03,15:57,4,5,0,OK
2024-06-01,E041,Employee_41,Security,Seasonal,14,18,14:02,17:57,4,5,0,OK
2024-06-01,E071,Employee_71,Cashier,Full-time,10,18,10:04,17:56,8,8,0,OK
2024-06-01,E023,Employee_23,Manager,Full-time,14,22,13:56,22:05,8,8,0,OK
2024-06-01,E027,Employee_27,Security,Part-time,13,17,12:56,16:57,4,6,0,OK
2024-06-01,E063,Employee_63,Stocker,Seasonal,14,18,14:00,18:01,4,5,0,OK
2024-06-01,E044,Employee_44,Security,Part-time,10,14,09:56,14:02,4,6,0,OK
2024-06-02,E068,Employee_68,Security,Part-time,13,17,13:04,16:58,4,6,0,OK
2024-06-02,E082,Employee_82,Manager,Seasonal,9,13,08:57,12:58,4,5,0,OK
2024-06-02,E022,Employee_22,Cashier,Seasonal,10,15,10:01,14:59,5,5,0,OK
2024-06-02,E054,Employee_54,Cashier,Temporary,13,20,12:56,20:00,7,7,0,OK
2024-06-02,E001,Employee_1,Cashier,Part-time,11,17,11:00,16:58,6,6,0,OK
2024-06-02,E029,Employee_29,Manager,Seasonal,11,15,11:05,14:56,4,5,0,OK
2024-06-02,E070,Employee_70,Manager,Temporary,6,12,06:00,11:55,6,7,0,OK
2024-06-02,E077,Employee_77,Customer Assistant,Seasonal,8,13,08:03,13:00,5,5,0,OK
2024-06-02,E056,Employee_56,Customer Assistant,Temporary,13,20,12:55,20:05,7,7,0,OK
2024-06-02,E015,Employee_15,Security,Part-time,14,19,13:58,19:03,5,6,0,OK
2024-06-02,E025,Employee_25,Customer Assistant,Seasonal,12,17,12:02,16:58,5,5,0,OK
2024-06-02,E061,Employee_61,Customer Assistant,Part-time,9,14,09:02,13:57,5,6,0,OK
2024-06-02,E073,Employee_73,Stocker,Part-time,8,14,07:58,13:55,6,6,0,OK
2024-06-02,E051,Employee_51,Manager,Temporary,8,15,08:04,15:01,7,7,0,OK
2024-06-02,E066,Employee_66,Customer Assistant,Part-time,11,17,11:05,16:58,6,6,0,OK
2024-06-02,E094,Employee_94,Stocker,Full-time,8,17,07:57,17:03,9,8,1,Overtime
2024-06-02,E041,Employee_41,Security,Seasonal,13,17,12:56,17:03,4,5,0,OK
2024-06-02,E100,Employee_100,Customer Assistant,Seasonal,12,16,12:04,15:57,4,5,0,OK
2024-06-02,E081,Employee_81,Customer Assistant,Part-time,13,17,13:01,16:56,4,6,0,OK
2024-06-02,E044,Employee_44,Security,Part-time,14,20,13:55,19:55,6,6,0,OK
2024-06-02,E059,Employee_59,Security,Temporary,12,19,11:55,19:02,7,7,0,OK
2024-06-02,E080,Employee_80,Cashier,Temporary,14,21,14:04,20:58,7,7,0,OK
2024-06-02,E014,Employee_14,Security,Part-time,13,19,13:00,19:01,6,6,0,OK
2024-06-02,E048,Employee_48,Security,Temporary,10,16,10:03,16:04,6,7,0,OK
2024-06-02,E002,Employee_2,Customer Assistant,Part-time,11,17,10:57,16:56,6,6,0,OK
2024-06-02,E039,Employee_39,Manager,Temporary,11,17,10:56,17:05,6,7,0,OK
2024-06-02,E017,Employee_17,Security,Seasonal,13,17,13:00,17:01,4,5,0,OK
2024-06-02,E088,Employee_88,Manager,Full-time,9,18,09:04,18:05,9,8,1,Overtime
2024-06-02,E087,Employee_87,Manager,Full-time,10,19,10:02,19:05,9,8,1,Overtime
2024-06-02,E021,Employee_21,Security,Temporary,6,13,06:00,12:57,7,7,0,OK
2024-06-02,E043,Employee_43,Customer Assistant,Full-time,9,18,09:03,17:57,9,8,1,Overtime
2024-06-02,E090,Employee_90,Manager,Seasonal,9,14,08:58,13:55,5,5,0,OK
2024-06-02,E006,Employee_6,Customer Assistant,Seasonal,6,11,06:01,11:00,5,5,0,OK
2024-06-02,E067,Employee_67,Cashier,Full-time,11,20,10:55,19:56,9,8,1,Overtime
2024-06-02,E097,Employee_97,Customer Assistant,Part-time,12,17,12:01,16:56,5,6,0,OK
2024-06-03,E088,Employee_88,Manager,Full-time,8,17,07:55,17:03,9,8,1,Overtime
2024-06-03,E033,Employee_33,Stocker,Temporary,11,17,10:58,16:58,6,7,0,OK
2024-06-03,E074,Employee_74,Security,Temporary,12,18,11:56,18:05,6,7,0,OK
2024-06-03,E092,Employee_92,Security,Seasonal,9,14,09:05,14:01,5,5,0,OK
2024-06-03,E017,Employee_17,Security,Seasonal,14,19,13:58,18:55,5,5,0,OK
2024-06-03,E007,Employee_7,Customer Assistant,Seasonal,8,13,08:01,12:57,5,5,0,OK
2024-06-03,E097,Employee_97,Customer Assistant,Part-time,6,10,06:03,10:05,4,6,0,OK
2024-06-03,E034,Employee_34,Security,Part-time,8,13,07:59,13:00,5,6,0,OK
2024-06-03,E067,Employee_67,Cashier,Full-time,6,15,06:04,15:05,9,8,1,Overtime
2024-06-03,E025,Employee_25,Customer Assistant,Seasonal,13,17,13:00,16:59,4,5,0,OK
2024-06-03,E059,Employee_59,Security,Temporary,7,14,06:58,14:00,7,7,0,OK
2024-06-03,E039,Employee_39,Manager,Temporary,9,16,09:00,15:55,7,7,0,OK
2024-06-03,E077,Employee_77,Customer Assistant,Seasonal,10,15,10:02,14:56,5,5,0,OK
2024-06-03,E096,Employee_96,Customer Assistant,Part-time,7,13,06:57,13:03,6,6,0,OK
2024-06-03,E047,Employee_47,Customer Assistant,Full-time,12,20,11:55,20:04,8,8,0,OK
2024-06-03,E060,Employee_60,Customer Assistant,Seasonal,7,11,07:00,10:56,4,5,0,OK
2024-06-03,E098,Employee_98,Stocker,Seasonal,14,19,13:55,18:59,5,5,0,OK
2024-06-03,E020,Employee_20,Customer Assistant,Part-time,10,14,10:04,14:03,4,6,0,OK
2024-06-03,E072,Employee_72,Cashier,Seasonal,13,18,13:05,17:59,5,5,0,OK
2024-06-03,E050,Employee_50,Stocker,Temporary,14,21,14:05,21:01,7,7,0,OK
2024-06-03,E016,Employee_16,Cashier,Part-time,9,15,09:04,14:56,6,6,0,OK
2024-06-03,E094,Employee_94,Stocker,Full-time,10,19,09:56,19:02,9,8,1,Overtime
2024-06-03,E012,Employee_12,Cashier,Seasonal,10,14,09:55,13:56,4,5,0,OK
2024-06-03,E041,Employee_41,Security,Seasonal,6,11,06:01,10:55,5,5,0,OK
2024-06-03,E085,Employee_85,Manager,Seasonal,8,12,07:57,12:02,4,5,0,OK
2024-06-03,E037,Employee_37,Cashier,Part-time,9,14,08:57,14:04,5,6,0,OK
2024-06-03,E057,Employee_57,Customer Assistant,Seasonal,10,15,10:01,14:57,5,5,0,OK
2024-06-03,E062,Employee_62,Cashier,Seasonal,11,15,11:00,15:00,4,5,0,OK
2024-06-03,E080,Employee_80,Cashier,Temporary,7,13,06:59,12:59,6,7,0,OK
2024-06-03,E021,Employee_21,Security,Temporary,6,12,05:56,11:58,6,7,0,OK
2024-06-03,E001,Employee_1,Cashier,Part-time,12,17,11:56,16:55,5,6,0,OK
2024-06-03,E071,Employee_71,Cashier,Full-time,10,18,10:00,18:01,8,8,0,OK
2024-06-03,E091,Employee_91,Customer Assistant,Seasonal,11,16,10:58,16:03,5,5,0,OK
2024-06-03,E099,Employee_99,Customer Assistant,Part-time,12,17,11:55,17:00,5,6,0,OK
2024-06-03,E045,Employee_45,Cashier,Full-time,14,22,14:04,21:58,8,8,0,OK
2024-06-03,E073,Employee_73,Stocker,Part-time,9,14,09:00,13:56,5,6,0,OK
2024-06-03,E052,Employee_52,Cashier,Seasonal,12,16,12:01,15:59,4,5,0,OK
2024-06-03,E093,Employee_93,Customer Assistant,Temporary,12,19,11:55,18:58,7,7,0,OK
2024-06-03,E053,Employee_53,Security,Part-time,12,18,12:04,17:58,6,6,0,OK
2024-06-03,E089,Employee_89,Security,Part-time,12,16,11:58,16:00,4,6,0,OK
2024-06-03,E040,Employee_40,Manager,Temporary,8,14,07:55,14:02,6,7,0,OK
2024-06-03,E029,Employee_29,Manager,Seasonal,14,19,14:02,19:00,5,5,0,OK
2024-06-03,E070,Employee_70,Manager,Temporary,8,15,07:59,15:03,7,7,0,OK
2024-06-03,E031,Employee_31,Cashier,Temporary,6,12,05:59,12:01,6,7,0,OK
2024-06-03,E018,Employee_18,Stocker,Part-time,7,12,07:01,11:58,5,6,0,OK
2024-06-03,E022,Employee_22,Cashier,Seasonal,6,11,06:05,11:02,5,5,0,OK
2024-06-03,E006,Employee_6,Customer Assistant,Seasonal,11,16,11:03,16:02,5,5,0,OK
2024-06-03,E004,Employee_4,Customer Assistant,Part-time,13,19,12:59,18:55,6,6,0,OK
2024-06-03,E051,Employee_51,Manager,Temporary,10,17,09:57,17:03,7,7,0,OK
2024-06-04,E054,Employee_54,Cashier,Temporary,13,20,12:57,19:56,7,7,0,OK
2024-06-04,E007,Employee_7,Customer Assistant,Seasonal,7,12,07:01,11:57,5,5,0,OK
2024-06-04,E069,Employee_69,Manager,Seasonal,10,14,10:04,14:02,4,5,0,OK
2024-06-04,E027,Employee_27,Security,Part-time,11,16,11:00,16:04,5,6,0,OK
2024-06-04,E078,Employee_78,Manager,Part-time,13,18,13:04,18:02,5,6,0,OK
2024-06-04,E067,Employee_67,Cashier,Full-time,13,22,13:00,22:04,9,8,1,Overtime
2024-06-04,E049,Employee_49,Manager,Seasonal,11,15,10:59,15:04,4,5,0,OK
2024-06-04,E063,Employee_63,Stocker,Seasonal,8,12,07:55,12:00,4,5,0,OK
2024-06-04,E017,Employee_17,Security,Seasonal,11,15,11:02,15:03,4,5,0,OK
2024-06-04,E005,Employee_5,Stocker,Part-time,9,14,09:03,14:05,5,6,0,OK
2024-06-04,E084,Employee_84,Manager,Full-time,6,15,06:04,15:00,9,8,1,Overtime
2024-06-04,E052,Employee_52,Cashier,Seasonal,6,10,05:56,09:59,4,5,0,OK
2024-06-04,E076,Employee_76,Security,Full-time,7,16,06:57,15:58,9,8,1,Overtime
2024-06-04,E038,Employee_38,Security,Full-time,10,18,10:05,18:00,8,8,0,OK
2024-06-04,E024,Employee_24,Security,Part-time,14,20,14:01,19:59,6,6,0,OK
2024-06-04,E033,Employee_33,Stocker,Temporary,10,17,10:01,17:03,7,7,0,OK
2024-06-04,E096,Employee_96,Customer Assistant,Part-time,12,16,12:00,16:03,4,6,0,OK
2024-06-04,E093,Employee_93,Customer Assistant,Temporary,7,13,07:00,12:55,6,7,0,OK
2024-06-04,E077,Employee_77,Customer Assistant,Seasonal,9,13,08:58,12:56,4,5,0,OK
2024-06-04,E043,Employee_43,Customer Assistant,Full-time,8,16,07:56,15:58,8,8,0,OK
2024-06-04,E030,Employee_30,Manager,Temporary,7,13,06:57,13:02,6,7,0,OK
2024-06-04,E064,Employee_64,Cashier,Temporary,9,15,09:04,15:04,6,7,0,OK
2024-06-04,E037,Employee_37,Cashier,Part-time,7,12,07:05,12:01,5,6,0,OK
2024-06-04,E020,Employee_20,Customer Assistant,Part-time,8,14,07:58,13:59,6,6,0,OK
2024-06-04,E074,Employee_74,Security,Temporary,12,18,11:58,18:04,6,7,0,OK
2024-06-04,E053,Employee_53,Security,Part-time,6,12,06:02,12:02,6,6,0,OK
2024-06-04,E019,Employee_19,Manager,Temporary,6,13,06:05,12:57,7,7,0,OK
2024-06-04,E034,Employee_34,Security,Part-time,8,12,08:01,12:02,4,6,0,OK
2024-06-04,E092,Employee_92,Security,Seasonal,10,15,09:56,14:58,5,5,0,OK
2024-06-04,E087,Employee_87,Manager,Full-time,10,19,10:01,19:03,9,8,1,Overtime
2024-06-04,E082,Employee_82,Manager,Seasonal,13,17,12:57,17:05,4,5,0,OK
2024-06-04,E044,Employee_44,Security,Part-time,6,11,06:01,11:04,5,6,0,OK
2024-06-04,E012,Employee_12,Cashier,Seasonal,14,18,13:55,17:56,4,5,0,OK
2024-06-04,E001,Employee_1,Cashier,Part-time,6,12,06:05,12:02,6,6,0,OK
2024-06-04,E071,Employee_71,Cashier,Full-time,11,19,10:59,19:03,8,8,0,OK
2024-06-04,E042,Employee_42,Cashier,Seasonal,7,12,06:58,12:05,5,5,0,OK
2024-06-04,E014,Employee_14,Security,Part-time,10,14,10:03,13:55,4,6,0,OK
2024-06-04,E035,Employee_35,Cashier,Temporary,8,14,07:58,14:02,6,7,0,OK
2024-06-04,E099,Employee_99,Customer Assistant,Part-time,6,11,06:03,11:03,5,6,0,OK
2024-06-04,E026,Employee_26,Customer Assistant,Full-time,7,15,07:01,14:58,8,8,0,OK
2024-06-04,E018,Employee_18,Stocker,Part-time,6,11,05:59,11:00,5,6,0,OK
2024-06-04,E065,Employee_65,Manager,Seasonal,6,11,06:02,11:02,5,5,0,OK
2024-06-04,E002,Employee_2,Customer Assistant,Part-time,13,19,13:04,18:56,6,6,0,OK
2024-06-04,E058,Employee_58,Cashier,Part-time,7,11,07:01,10:58,4,6,0,OK
2024-06-04,E060,Employee_60,Customer Assistant,Seasonal,13,17,12:55,17:05,4,5,0,OK
2024-06-04,E097,Employee_97,Customer Assistant,Part-time,7,12,06:57,12:03,5,6,0,OK
2024-06-04,E009,Employee_9,Customer Assistant,Seasonal,7,11,07:00,11:05,4,5,0,OK
2024-06-04,E045,Employee_45,Cashier,Full-time,9,18,09:05,18:04,9,8,1,Overtime
2024-06-04,E039,Employee_39,Manager,Temporary,8,14,07:56,14:00,6,7,0,OK
2024-06-05,E008,Employee_8,Cashier,Temporary,14,21,14:04,20:59,7,7,0,OK
2024-06-05,E062,Employee_62,Cashier,Seasonal,14,18,13:55,18:04,4,5,0,OK
2024-06-05,E029,Employee_29,Manager,Seasonal,8,13,07:55,13:05,5,5,0,OK
2024-06-05,E063,Employee_63,Stocker,Seasonal,6,11,05:57,10:57,5,5,0,OK
2024-06-05,E087,Employee_87,Manager,Full-time,11,20,11:03,19:56,9,8,1,Overtime
2024-06-05,E043,Employee_43,Customer Assistant,Full-time,9,17,09:05,17:00,8,8,0,OK
2024-06-05,E094,Employee_94,Stocker,Full-time,7,15,07:00,15:04,8,8,0,OK
2024-06-05,E006,Employee_6,Customer Assistant,Seasonal,8,12,08:04,11:58,4,5,0,OK
2024-06-05,E068,Employee_68,Security,Part-time,8,13,08:01,13:02,5,6,0,OK
2024-06-05,E033,Employee_33,Stocker,Temporary,12,18,11:59,18:05,6,7,0,OK
2024-06-05,E089,Employee_89,Security,Part-time,8,13,08:04,12:58,5,6,0,OK
2024-06-05,E031,Employee_31,Cashier,Temporary,9,16,08:57,16:02,7,7,0,OK
2024-06-05,E060,Employee_60,Customer Assistant,Seasonal,13,18,12:55,18:04,5,5,0,OK
2024-06-05,E075,Employee_75,Stocker,Full-time,7,15,07:03,15:04,8,8,0,OK
2024-06-05,E022,Employee_22,Cashier,Seasonal,8,12,08:04,12:05,4,5,0,OK
2024-06-05,E100,Employee_100,Customer Assistant,Seasonal,13,17,12:59,16:58,4,5,0,OK
2024-06-05,E034,Employee_34,Security,Part-time,9,13,09:01,12:57,4,6,0,OK
2024-06-05,E097,Employee_97,Customer Assistant,Part-time,14,19,13:58,19:00,5,6,0,OK
2024-06-05,E005,Employee_5,Stocker,Part-time,9,15,08:57,14:58,6,6,0,OK
2024-06-05,E001,Employee_1,Cashier,Part-time,10,15,09:55,15:04,5,6,0,OK
2024-06-05,E050,Employee_50,Stocker,Temporary,12,19,12:02,18:59,7,7,0,OK
2024-06-05,E028,Employee_28,Cashier,Part-time,9,14,09:00,14:03,5,6,0,OK
2024-06-05,E037,Employee_37,Cashier,Part-time,11,17,11:03,16:55,6,6,0,OK
2024-06-05,E035,Employee_35,Cashier,Temporary,9,15,08:55,15:05,6,7,0,OK
2024-06-05,E081,Employee_81,Customer Assistant,Part-time,12,17,11:57,16:55,5,6,0,OK
2024-06-05,E002,Employee_2,Customer Assistant,Part-time,11,17,11:00,17:05,6,6,0,OK
2024-06-05,E092,Employee_92,Security,Seasonal,8,13,07:55,13:02,5,5,0,OK
2024-06-05,E018,Employee_18,Stocker,Part-time,9,14,09:05,14:04,5,6,0,OK
2024-06-05,E046,Employee_46,Cashier,Temporary,6,12,05:57,11:58,6,7,0,OK
2024-06-05,E042,Employee_42,Cashier,Seasonal,14,19,14:05,19:04,5,5,0,OK
2024-06-05,E079,Employee_79,Cashier,Part-time,9,13,09:05,13:03,4,6,0,OK
2024-06-05,E048,Employee_48,Security,Temporary,6,13,05:59,12:55,7,7,0,OK
2024-06-05,E080,Employee_80,Cashier,Temporary,13,20,13:00,20:05,7,7,0,OK
2024-06-05,E007,Employee_7,Customer Assistant,Seasonal,10,15,10:02,15:05,5,5,0,OK
2024-06-05,E058,Employee_58,Cashier,Part-time,10,15,10:02,14:56,5,6,0,OK
2024-06-05,E098,Employee_98,Stocker,Seasonal,9,13,08:57,12:56,4,5,0,OK
2024-06-05,E017,Employee_17,Security,Seasonal,6,11,06:00,10:55,5,5,0,OK
2024-06-06,E075,Employee_75,Stocker,Full-time,10,19,09:56,18:58,9,8,1,Overtime
2024-06-06,E100,Employee_100,Customer Assistant,Seasonal,8,12,07:58,11:56,4,5,0,OK
2024-06-06,E099,Employee_99,Customer Assistant,Part-time,12,16,12:02,16:00,4,6,0,OK
2024-06-06,E024,Employee_24,Security,Part-time,8,14,07:58,13:57,6,6,0,OK
2024-06-06,E076,Employee_76,Security,Full-time,14,23,13:57,23:01,9,8,1,Overtime
2024-06-06,E037,Employee_37,Cashier,Part-time,11,15,11:05,14:57,4,6,0,OK
2024-06-06,E030,Employee_30,Manager,Temporary,13,20,12:56,20:03,7,7,0,OK
2024-06-06,E084,Employee_84,Manager,Full-time,12,20,11:59,19:57,8,8,0,OK
